person_id,name,email,phone,linkedin,institution,program,title,firm,start_date,end_date,skills,abilities,resume_text
39135,warehouse database administrator,,,,central michigan university northwood university,master of science in information system bachelor of business administration in international business,warehouse database administrator web design,distribution resource international inc hengyou water,04 17 12 14,present 05 16,collect store and analyze inventory data administer hardware and software extract and transform data prepare monthly data for analysis css 3 html 5 daily website maintenance update pictures and descriptions,warehouse database administrator web design html 5 css3 javascript asp net mysql sap sap abap visual basic,central michigan university northwood university master of science in information system bachelor of business administration in international business warehouse database administrator web design distribution resource international inc hengyou water collect store and analyze inventory data administer hardware and software extract and transform data prepare monthly data for analysis css 3 html 5 daily website maintenance update pictures and descriptions warehouse database administrator web design html 5 css3 javascript asp net mysql sap sap abap visual basic 04 17 12 14 present 05 16
42973,it manager project manager,,,,kettering university the ohio state university,master of business administration in it strategy bachelor of arts in economics,it manager project manager senior internal auditor internal auditor,firstgroup america firstgroup america jpmorgan chase,07 2016 11 2011 09 2009,present 07 2016 11 2011,it manager project internal audit internal audit,it manager project internal audit internal controls,kettering university the ohio state university master of business administration in it strategy bachelor of arts in economics it manager project manager senior internal auditor internal auditor firstgroup america firstgroup america jpmorgan chase it manager project internal audit internal audit it manager project internal audit internal controls 07 2016 11 2011 09 2009 present 07 2016 11 2011
698,dan cummins,,,,bluegrass community technical college,psychology economics business management,digital marketing manager sales representative construction maintenance database administrator,dan cummins auto group carlstedt s llc kentucky utilities,01 2016 01 2015 06 2012,present 01 2016 01 2015,marketing search engine marketing search engine optimization ads search engine seo digital marketing google analytics illustrator,experienced digital marketing professional successful paid and organic media campaigns data analysis paid search campaigns audience targeting retargeting copywriting media buying search engine optimization content creation and management audience growth and engagement keyword research site redesign and maintenance digital customer service digital planning and strategy,bluegrass community technical college psychology economics business management digital marketing manager sales representative construction maintenance database administrator dan cummins auto group carlstedt s llc kentucky utilities marketing search engine marketing search engine optimization ads search engine seo digital marketing google analytics illustrator experienced digital marketing professional successful paid and organic media campaigns data analysis paid search campaigns audience targeting retargeting copywriting media buying search engine optimization content creation and management audience growth and engagement keyword research site redesign and maintenance digital customer service digital planning and strategy 01 2016 01 2015 06 2012 present 01 2016 01 2015
3468,junior developer,jfsh87 hotmail com,954 205 8944,,jorge tadeo lozano university university of central florida,bachelor of industrial design in internsystems cache full stack developer,junior developer maintenance supervisor maintenance manager front end web developer intern industrial designer graphic designer graphic designer,u s department of veterans affairs ccse palm grove apartments days inn at florida mall precision infinity manufacturas eliot s a freelance pash s a s,2019 01 2019 01 2016 01 2018 01 2012 01 2011 01 2008 01,present 2019 05 2019 02 2019 01 2015 01 2012 10 2008 12,healthshare intern systems cache independently mastered skills needed to complete projects while under short deadlines managed various employees in a fast paced environment within 6 months promoted to maintenance manager served as a subject matter expert while leading maintenance team collaborated with management on the best course of action on a wide variety of projects implemented web pages directly from mockups refactored web pages to meet client standards transitioned styling from standard css into sass gained familiarity with various back end technologies such as php and sql designed and developed themes used across various department stores worked with a team to implement design in various locations overcoming variations in store layout location and local sourcing of materials creation of 3d conceptual models using various software suites worked on various projects ranging from the experimental to professional products worked closely with the management and various teams as a graphic designer created and designed flyers posters and various promotional materials for the music industry,html 5 css mysql javascript git jquery,jorge tadeo lozano university university of central florida bachelor of industrial design in internsystems cache full stack developer junior developer maintenance supervisor maintenance manager front end web developer intern industrial designer graphic designer graphic designer u s department of veterans affairs ccse palm grove apartments days inn at florida mall precision infinity manufacturas eliot s a freelance pash s a s healthshare intern systems cache independently mastered skills needed to complete projects while under short deadlines managed various employees in a fast paced environment within 6 months promoted to maintenance manager served as a subject matter expert while leading maintenance team collaborated with management on the best course of action on a wide variety of projects implemented web pages directly from mockups refactored web pages to meet client standards transitioned styling from standard css into sass gained familiarity with various back end technologies such as php and sql designed and developed themes used across various department stores worked with a team to implement design in various locations overcoming variations in store layout location and local sourcing of materials creation of 3d conceptual models using various software suites worked on various projects ranging from the experimental to professional products worked closely with the management and various teams as a graphic designer created and designed flyers posters and various promotional materials for the music industry html 5 css mysql javascript git jquery 2019 01 2019 01 2016 01 2018 01 2012 01 2011 01 2008 01 present 2019 05 2019 02 2019 01 2015 01 2012 10 2008 12
43491,management consultant,,,,united states military academy,systems management systems engineering,management consultant operations manager it supervisor general manager executive officer senior consultant liaison officer project manager platoon leader,accenture wallenius wilhemsen solutions erie insurance us army us army us army,02 19 05 18 10 16 02 14 03 13 04 12,present 01 19 05 18 08 16 02 14 03 13,developed and implemented a new intake process facilitated workshops for multiple c suite clients redesigned the company s website managed a team of 14 direct reports increased gross profit by 5 for 3 consecutive months implemented new automated processes planned and executed cost saving projects initiatives led managed and developed a multi functional team of 14 it professionals developed and managed high profile influential and collaborative relationships improved the overall service level of all software applications negotiated 3 software contract renewals oversaw the safety discipline and training readiness of 72 soldiers managed all administrative maintenance logistics and training support functions earned an operational readiness rate that rested 4 higher than the army s standard developed a tracking system and executed a plan of action ranked 2 of 24 lieutenants on annual performance report coordinated and planned training on c 130 and c 17 aircrafts built relationships with the special forces community oversaw the safety discipline and training readiness of 36 soldiers developed physical fitness program that raised my soldier s fitness scores planned and coordinated live demonstrations of weapon capabilities,poised and driven military veteran proven track record of leading it initiatives able to utilize analytics and data to make business decisions strong decision making ability in a fast paced environment self starter who is detailed oriented caring for an animal specifically a dog authorized to work in the us for any employer,united states military academy systems management systems engineering management consultant operations manager it supervisor general manager executive officer senior consultant liaison officer project manager platoon leader accenture wallenius wilhemsen solutions erie insurance us army us army us army developed and implemented a new intake process facilitated workshops for multiple c suite clients redesigned the company s website managed a team of 14 direct reports increased gross profit by 5 for 3 consecutive months implemented new automated processes planned and executed cost saving projects initiatives led managed and developed a multi functional team of 14 it professionals developed and managed high profile influential and collaborative relationships improved the overall service level of all software applications negotiated 3 software contract renewals oversaw the safety discipline and training readiness of 72 soldiers managed all administrative maintenance logistics and training support functions earned an operational readiness rate that rested 4 higher than the army s standard developed a tracking system and executed a plan of action ranked 2 of 24 lieutenants on annual performance report coordinated and planned training on c 130 and c 17 aircrafts built relationships with the special forces community oversaw the safety discipline and training readiness of 36 soldiers developed physical fitness program that raised my soldier s fitness scores planned and coordinated live demonstrations of weapon capabilities poised and driven military veteran proven track record of leading it initiatives able to utilize analytics and data to make business decisions strong decision making ability in a fast paced environment self starter who is detailed oriented caring for an animal specifically a dog authorized to work in the us for any employer 02 19 05 18 10 16 02 14 03 13 04 12 present 01 19 05 18 08 16 02 14 03 13
1737,mis director homeless management information systems database administrator,tanyce bellsouth net,901 634 1744,,memphis school for the deaf southeast college of technology,computer science in business,mis director homeless management information systems database administrator network administrator mis site manager,community alliance for the homeless inc cvm memphis tn bally s saloon gambling hall,03 2010 08 1999 05 1995,present 02 2010 07 1999,database administration database security assessment building regulatory adherence to policy procedures team project leadership contingency planning budgeting contract negotiations staff management data quality integrity monitored all operations of information systems planning purchasing troubleshooting y2k project team leader setups of new installations supervised 12 computer operators scheduling tracking attendance training of hardware and software oversaw system maintenance monitored system status of hardware on property tracked and prepared a periodic inventory of all hardware and software prepared marketing extract as approved by the mis manager loaded and monitored all ptf s and versions on the computer system trained and aided users on computer system maintained job logs and problem logs prepared and maintained documentation ensured distributions of information as required for upgrades ensured timely distribution of reports performed preventive maintenance and inventory functions,database administration database security assessment building regulatory adherence to policy procedures team project leadership contingency planning budgeting contract negotiations staff management data quality integrity monitored all operations of information systems planning purchasing troubleshooting y2k project team leader setups of new installations supervised 12 computer operators scheduling tracking attendance training of hardware and software oversaw system maintenance monitored system status of hardware on property tracked and prepared a periodic inventory of all hardware and software prepared marketing extract as approved by the mis manager loaded and monitored all ptf s and versions on the computer system trained and aided users on computer system maintained job logs and problem logs prepared and maintained documentation ensured distributions of information as required for upgrades ensured timely distribution of reports performed preventive maintenance and inventory functions,memphis school for the deaf southeast college of technology computer science in business mis director homeless management information systems database administrator network administrator mis site manager community alliance for the homeless inc cvm memphis tn bally s saloon gambling hall database administration database security assessment building regulatory adherence to policy procedures team project leadership contingency planning budgeting contract negotiations staff management data quality integrity monitored all operations of information systems planning purchasing troubleshooting y2k project team leader setups of new installations supervised 12 computer operators scheduling tracking attendance training of hardware and software oversaw system maintenance monitored system status of hardware on property tracked and prepared a periodic inventory of all hardware and software prepared marketing extract as approved by the mis manager loaded and monitored all ptf s and versions on the computer system trained and aided users on computer system maintained job logs and problem logs prepared and maintained documentation ensured distributions of information as required for upgrades ensured timely distribution of reports performed preventive maintenance and inventory functions database administration database security assessment building regulatory adherence to policy procedures team project leadership contingency planning budgeting contract negotiations staff management data quality integrity monitored all operations of information systems planning purchasing troubleshooting y2k project team leader setups of new installations supervised 12 computer operators scheduling tracking attendance training of hardware and software oversaw system maintenance monitored system status of hardware on property tracked and prepared a periodic inventory of all hardware and software prepared marketing extract as approved by the mis manager loaded and monitored all ptf s and versions on the computer system trained and aided users on computer system maintained job logs and problem logs prepared and maintained documentation ensured distributions of information as required for upgrades ensured timely distribution of reports performed preventive maintenance and inventory functions 03 2010 08 1999 05 1995 present 02 2010 07 1999
27418,it security engineer,,,,strayer university charlotte nc johnson c smith university charlotte nc,msis computer security management bs in computer science and information systems,it security engineer cyber transport technician supervisor it project manager desktop support manager,charlotte pipe and foundry company north carolina air national guard ncang charlotte pipe and foundry company charlotte pipe and foundry company,07 2017 11 2009 01 2017 08 2013,present present 07 2017 01 2017,symantec blue coat check point tipping point juniper pulse secure rsa authentication manager 8 3 rsa security console rsa operations console falcon crowdstrike trend micro office scan 11 12 active directory security groups rsa hardware software token two factor authentication trusted platform modules tpm v 1 2 microsoft bitlocker administration monitoring server infrastructure full disk encryption information security risks end to end support administrative technical controls security reports system configurations information security policies standard operating procedures security issues active directory active roles server cisco switches cisco routers cisco firewalls network operations coalition forces dod agencies service providers preventive maintenance inspections pmi project budget resource allocation risk mitigation reporting controls project missions goals tasks scheduling resource requirements design testing stakeholder requirements service levels agreements customer service it staff management computing environment laptop computers desktop computers printers mobile devices user company specified peripherals problem resolution service desk analysts pc technicians hardware and software inventories software license counts hardware software peripheral device deployments associate development reviews performance training improvement desktop computing needs disaster declaration business problem solutions cost reduction opportunities business operational improvements vendor management it purchasing cost reduction methods general accounting account payable processes desktop operating systems it hardware software troubleshooting problem solving windows xp 7 10 microsoft office 10 13 16 active directory microsoft sccm 2012,budget estimating scheduling maintenance,strayer university charlotte nc johnson c smith university charlotte nc msis computer security management bs in computer science and information systems it security engineer cyber transport technician supervisor it project manager desktop support manager charlotte pipe and foundry company north carolina air national guard ncang charlotte pipe and foundry company charlotte pipe and foundry company symantec blue coat check point tipping point juniper pulse secure rsa authentication manager 8 3 rsa security console rsa operations console falcon crowdstrike trend micro office scan 11 12 active directory security groups rsa hardware software token two factor authentication trusted platform modules tpm v 1 2 microsoft bitlocker administration monitoring server infrastructure full disk encryption information security risks end to end support administrative technical controls security reports system configurations information security policies standard operating procedures security issues active directory active roles server cisco switches cisco routers cisco firewalls network operations coalition forces dod agencies service providers preventive maintenance inspections pmi project budget resource allocation risk mitigation reporting controls project missions goals tasks scheduling resource requirements design testing stakeholder requirements service levels agreements customer service it staff management computing environment laptop computers desktop computers printers mobile devices user company specified peripherals problem resolution service desk analysts pc technicians hardware and software inventories software license counts hardware software peripheral device deployments associate development reviews performance training improvement desktop computing needs disaster declaration business problem solutions cost reduction opportunities business operational improvements vendor management it purchasing cost reduction methods general accounting account payable processes desktop operating systems it hardware software troubleshooting problem solving windows xp 7 10 microsoft office 10 13 16 active directory microsoft sccm 2012 budget estimating scheduling maintenance 07 2017 11 2009 01 2017 08 2013 present present 07 2017 01 2017
10332,cyber security analyst,,,,addis ababa university,electrical and computer engineering,cyber security analyst it analyst electrical consultant it analyst,ncr corporation jossy construction inc pepsi co inc,01 2019 08 2017 01 2016,present 08 2019 08 2017,python bash burp suite reverse engineering software update support information security cyberark project management repair work landscaping equipment operation cyber security incident response triage and prioritization threat intelligence incident response,developed python and bash scripts automated burp suite for security audits analyzed malicious code provided manual software update support developed learning guide for information security onboarded servers to privilege access management tool managed repair work and landscaping tasks provided technical and operational leadership in cyber security incident response,addis ababa university electrical and computer engineering cyber security analyst it analyst electrical consultant it analyst ncr corporation jossy construction inc pepsi co inc python bash burp suite reverse engineering software update support information security cyberark project management repair work landscaping equipment operation cyber security incident response triage and prioritization threat intelligence incident response developed python and bash scripts automated burp suite for security audits analyzed malicious code provided manual software update support developed learning guide for information security onboarded servers to privilege access management tool managed repair work and landscaping tasks provided technical and operational leadership in cyber security incident response 01 2019 08 2017 01 2016 present 08 2019 08 2017
49180,senior java developer,,,,,,senior java developer senior java developer java j2ee developer java j2ee developer java developer java j2ee developer,capital one hachette book group t mobile edward jones birla soft icici bank,01 2017 11 2015 01 2014 01 2011 01 2010 10 2009,present 12 2016 10 2015 12 2013 12 2010 12 2010,java html5 css3 javascript angularjs node js jsp spring mvc spring boot spring security spring data hibernate jdbc restful oauth2 jax rs jersey xml aws sql oracle mongodb rad websphere tortoise svn git junit maven jira agile scrum methodology java html xhtml dhtml css bootstrap javascript json jquery angularjs node js spring struts restful soap micro services jax rpc wsdl apache camel hibernate pl sql sql oracle tdd weblogic sts brms unix junit jira git jenkins java j2ee spring hibernate eclipse ibm websphere hibernate sql server junit svn windows xp dhtmlx javascript jquery html5 xml css3 angular js backbone js require js bootstrap mvc adobe fireworks photoshop dreamweaver illustrator ajax xml eclipse internet explorer chrome pl sql toad windows java javascript ajax spring spring aop spring security xml jdk jsp spring mvc hibernate soap wsdl oracle tdd log4j junit ant jboss cvs fire bug agile methodology java jdbc servlets struts jsp hibernate java mail api ajax html xml ant log4j cvs rad putty mysql mantis apache tomcat eclipse ide waterfall methodology ibm websphere servlets jsp xml css javascript ejb jdbc mysql uml dhtml css html,java javascript jdbc jsp xml java html5 css3 bootstrap javascript ajax angularjs node js jsp spring mvc spring boot spring security spring data hibernate jdbc restful oauth2 jax rs jersey xml aws sql oracle mongodb rad websphere tortoise svn git junit maven jira agile scrum methodology,senior java developer senior java developer java j2ee developer java j2ee developer java developer java j2ee developer capital one hachette book group t mobile edward jones birla soft icici bank java html5 css3 javascript angularjs node js jsp spring mvc spring boot spring security spring data hibernate jdbc restful oauth2 jax rs jersey xml aws sql oracle mongodb rad websphere tortoise svn git junit maven jira agile scrum methodology java html xhtml dhtml css bootstrap javascript json jquery angularjs node js spring struts restful soap micro services jax rpc wsdl apache camel hibernate pl sql sql oracle tdd weblogic sts brms unix junit jira git jenkins java j2ee spring hibernate eclipse ibm websphere hibernate sql server junit svn windows xp dhtmlx javascript jquery html5 xml css3 angular js backbone js require js bootstrap mvc adobe fireworks photoshop dreamweaver illustrator ajax xml eclipse internet explorer chrome pl sql toad windows java javascript ajax spring spring aop spring security xml jdk jsp spring mvc hibernate soap wsdl oracle tdd log4j junit ant jboss cvs fire bug agile methodology java jdbc servlets struts jsp hibernate java mail api ajax html xml ant log4j cvs rad putty mysql mantis apache tomcat eclipse ide waterfall methodology ibm websphere servlets jsp xml css javascript ejb jdbc mysql uml dhtml css html java javascript jdbc jsp xml java html5 css3 bootstrap javascript ajax angularjs node js jsp spring mvc spring boot spring security spring data hibernate jdbc restful oauth2 jax rs jersey xml aws sql oracle mongodb rad websphere tortoise svn git junit maven jira agile scrum methodology 01 2017 11 2015 01 2014 01 2011 01 2010 10 2009 present 12 2016 10 2015 12 2013 12 2010 12 2010
29357,senior network engineer advisor,,,,mississippi state university wingfield high school,mechanical engineering,senior network engineer advisor lead it security analyst senior it network engineer senior it network engineer site lead network engineer network project manager,dhs gdit nvision solutions pangaia partners bt radianz nmci netco gov t systems bt radianz,02 2016 12 2009 12 2007 11 2005 11 2003 04 2001,present 02 2016 06 2009 08 2007 10 2005 11 2003,cisco aci cisco nexus 9000 cisco firepower 4120 cisco vxlan evpn bigip f5 riverbed steelhead solarwinds sciencelogic ansible active directory ldaps dns sec dhcp ipsec ssl windows certificate authority symantec anti virus bluecoat proxy tipping point ips pgp splunk syslog correlation cisco asa firewall tivoli patch management tivoli security configuration manager solarwinds orion tenable nessus security center citrix xenapp xendesktop ip re addressing cisco 6500 hybrid to native ios conversion substation telecommunication upgrade cisco modeled global ip multicast network cisco 4006 to 6506e lan switch upgrade dwdm circuit testing sitc and cnrf base area network separation disaster recovery site implementation stennis space center ban restoration after hurricane katrina global data center build rxnv3 core and distribution platform rollout in house lab for network staging and testing,cisco aci cisco nexus 9000 cisco firepower 4120 cisco vxlan evpn bigip f5 riverbed steelhead solarwinds sciencelogic ansible active directory ldaps dns sec dhcp ipsec ssl windows certificate authority symantec anti virus bluecoat proxy tipping point ips pgp splunk syslog correlation cisco asa firewall tivoli patch management tivoli security configuration manager solarwinds orion tenable nessus security center citrix xenapp xendesktop ip re addressing cisco 6500 hybrid to native ios conversion substation telecommunication upgrade cisco modeled global ip multicast network cisco 4006 to 6506e lan switch upgrade dwdm circuit testing sitc and cnrf base area network separation disaster recovery site implementation stennis space center ban restoration after hurricane katrina global data center build rxnv3 core and distribution platform rollout in house lab for network staging and testing,mississippi state university wingfield high school mechanical engineering senior network engineer advisor lead it security analyst senior it network engineer senior it network engineer site lead network engineer network project manager dhs gdit nvision solutions pangaia partners bt radianz nmci netco gov t systems bt radianz cisco aci cisco nexus 9000 cisco firepower 4120 cisco vxlan evpn bigip f5 riverbed steelhead solarwinds sciencelogic ansible active directory ldaps dns sec dhcp ipsec ssl windows certificate authority symantec anti virus bluecoat proxy tipping point ips pgp splunk syslog correlation cisco asa firewall tivoli patch management tivoli security configuration manager solarwinds orion tenable nessus security center citrix xenapp xendesktop ip re addressing cisco 6500 hybrid to native ios conversion substation telecommunication upgrade cisco modeled global ip multicast network cisco 4006 to 6506e lan switch upgrade dwdm circuit testing sitc and cnrf base area network separation disaster recovery site implementation stennis space center ban restoration after hurricane katrina global data center build rxnv3 core and distribution platform rollout in house lab for network staging and testing cisco aci cisco nexus 9000 cisco firepower 4120 cisco vxlan evpn bigip f5 riverbed steelhead solarwinds sciencelogic ansible active directory ldaps dns sec dhcp ipsec ssl windows certificate authority symantec anti virus bluecoat proxy tipping point ips pgp splunk syslog correlation cisco asa firewall tivoli patch management tivoli security configuration manager solarwinds orion tenable nessus security center citrix xenapp xendesktop ip re addressing cisco 6500 hybrid to native ios conversion substation telecommunication upgrade cisco modeled global ip multicast network cisco 4006 to 6506e lan switch upgrade dwdm circuit testing sitc and cnrf base area network separation disaster recovery site implementation stennis space center ban restoration after hurricane katrina global data center build rxnv3 core and distribution platform rollout in house lab for network staging and testing 02 2016 12 2009 12 2007 11 2005 11 2003 04 2001 present 02 2016 06 2009 08 2007 10 2005 11 2003
36760,scrum master,,,,,,scrum master scrum master database administrator,dell inc wells fargo sprint,08 2018 05 2017 01 2015,present 07 2018 04 2016,agile scrum facilitation coaching team building communication problem solving critical thinking decision making adaptability analytical detail oriented independent teamwork agile scrum facilitation backlog grooming sprint planning retrospectives daily standups impediment removal team dynamics collaboration reporting stakeholder management oracle database database installation database upgrade database migration database creation database performance tuning backup and restore shell scripting aix linux rman oem sql loader exp imp data pump,lean agile change agent scrum master facilitator servant leader team player agile principles communication problem solving critical thinking decision making adaptability analytical detail oriented independent teamwork backlog grooming sprint planning retrospectives daily standups impediment removal team dynamics collaboration reporting stakeholder management oracle database database installation database upgrade database migration database creation database performance tuning backup and restore shell scripting aix linux rman oem sql loader exp imp data pump,scrum master scrum master database administrator dell inc wells fargo sprint agile scrum facilitation coaching team building communication problem solving critical thinking decision making adaptability analytical detail oriented independent teamwork agile scrum facilitation backlog grooming sprint planning retrospectives daily standups impediment removal team dynamics collaboration reporting stakeholder management oracle database database installation database upgrade database migration database creation database performance tuning backup and restore shell scripting aix linux rman oem sql loader exp imp data pump lean agile change agent scrum master facilitator servant leader team player agile principles communication problem solving critical thinking decision making adaptability analytical detail oriented independent teamwork backlog grooming sprint planning retrospectives daily standups impediment removal team dynamics collaboration reporting stakeholder management oracle database database installation database upgrade database migration database creation database performance tuning backup and restore shell scripting aix linux rman oem sql loader exp imp data pump 08 2018 05 2017 01 2015 present 07 2018 04 2016
47792,it support center coordinator,,,,pitt community college robeson community college fayetteville technical community college nettie lee roth high school,basic law enforcement training business administration business management college prep,it support center coordinator desktop support analyst package handler part time fulfillment associate package handler part time night team lead supervisor assistant i stock inventory regular part time bus driver part time safety monitor bus driver tactical security officer corporate computer operator help desk administrator teletech home customer service agent part time high speed internet cable television telephony technical support consultant inventory manager saved desk retention technical support specialist help desk technical support specialist volunteer part time,hunton andrews kurth llc compucom fedex ground amazon fulfillment center fedex ground sam s club american red cross sampson school lenoir county schools imac services mbm food service distribution company teletech holdings inc suddenlink communications atlantic wireless communication dsl dsl koinonia christian center church best buy inc,06 2019 10 2016 09 2016 12 2015 11 2015 06 2015 04 2012 05 2011 07 2011 06 2010 07 2007 04 2006 01 2005 02 2004 08 2004 04 2002,present 03 2019 10 2016 08 2016 01 2016 11 2015 09 2013 09 2011 07 2011 09 2010 05 2010 05 2007 03 2006 01 2005 08 2004 06 2003,it support windows 10 migration airwatch agent enrollment pc and device setup troubleshooting servicenow ticketing ios device migration onedrive and office 365 installation user support executive support event support hardware and software maintenance package sorting heavy machinery operation delivery order picking packing troubleshooting productivity quality safety package sorting heavy machinery operation delivery forklift operation merchandise presentation safety compliance team supervision facility security blood drive equipment management computer and software updates student transportation worker transportation security help desk support as 400 operations server backup customer service order support technical support troubleshooting voip setup inventory management network analysis technical support customer support service inquiries voip setup sales technical support networking service coordination church it support computer department management customer advising inventory management,desktop support help desk service desk active directory mac windows microsoft office office 365 onedrive mobile devices 3rd party tools sharepoint citrix networking hardware installation basketball officiating softball umpiring,pitt community college robeson community college fayetteville technical community college nettie lee roth high school basic law enforcement training business administration business management college prep it support center coordinator desktop support analyst package handler part time fulfillment associate package handler part time night team lead supervisor assistant i stock inventory regular part time bus driver part time safety monitor bus driver tactical security officer corporate computer operator help desk administrator teletech home customer service agent part time high speed internet cable television telephony technical support consultant inventory manager saved desk retention technical support specialist help desk technical support specialist volunteer part time hunton andrews kurth llc compucom fedex ground amazon fulfillment center fedex ground sam s club american red cross sampson school lenoir county schools imac services mbm food service distribution company teletech holdings inc suddenlink communications atlantic wireless communication dsl dsl koinonia christian center church best buy inc it support windows 10 migration airwatch agent enrollment pc and device setup troubleshooting servicenow ticketing ios device migration onedrive and office 365 installation user support executive support event support hardware and software maintenance package sorting heavy machinery operation delivery order picking packing troubleshooting productivity quality safety package sorting heavy machinery operation delivery forklift operation merchandise presentation safety compliance team supervision facility security blood drive equipment management computer and software updates student transportation worker transportation security help desk support as 400 operations server backup customer service order support technical support troubleshooting voip setup inventory management network analysis technical support customer support service inquiries voip setup sales technical support networking service coordination church it support computer department management customer advising inventory management desktop support help desk service desk active directory mac windows microsoft office office 365 onedrive mobile devices 3rd party tools sharepoint citrix networking hardware installation basketball officiating softball umpiring 06 2019 10 2016 09 2016 12 2015 11 2015 06 2015 04 2012 05 2011 07 2011 06 2010 07 2007 04 2006 01 2005 02 2004 08 2004 04 2002 present 03 2019 10 2016 08 2016 01 2016 11 2015 09 2013 09 2011 07 2011 09 2010 05 2010 05 2007 03 2006 01 2005 08 2004 06 2003
16339,wireless mesh community advocate,,,,lawrence technological university,bachelor of science in electrical engineering technology,wireless mesh community advocate network and desktop support engineer director of technology and automation volunteer sr windows systems administrator network administrator lan system technician,bdpa information technology professional organization michigan department of health and human services mdhhs southeastern michigan health association semha bdpa information technology professional organization nci information systems inc nci information systems inc nci information systems inc,01 2014 2006 1999 1998 1999 1998,present 2019 2019 2005 2000 1999,ubiquiti wifi routers community wireless networks windows 2008 r2 server windows 2003 server windows 10 windows 7 windows xp professional novell 4 11 and 5 0 office 365 groupwise 6 5 7 0 avast endpoint protection suite malwarebytes endpoint protection open source freeware applications cisco 3030 concentrator vmware server player cisco meraki allworx voip windows nt windows 9x me 2000 xp soho wireless routers linux desktop and firewall deepfreeze windows nt 2000 2003 ms dos windows dns dhcp wins exchange 5 5 active directory blackberry server ca unicenter product suite legato backup cisco iptv norton mcafee shavlik patch management denika symantec ghost wise package studio senforce wireless security what s up gold,soho network design security analysis configuration maintenance troubleshooting system analysis design testing software upgrades and security testing change management business system integration technical writing,lawrence technological university bachelor of science in electrical engineering technology wireless mesh community advocate network and desktop support engineer director of technology and automation volunteer sr windows systems administrator network administrator lan system technician bdpa information technology professional organization michigan department of health and human services mdhhs southeastern michigan health association semha bdpa information technology professional organization nci information systems inc nci information systems inc nci information systems inc ubiquiti wifi routers community wireless networks windows 2008 r2 server windows 2003 server windows 10 windows 7 windows xp professional novell 4 11 and 5 0 office 365 groupwise 6 5 7 0 avast endpoint protection suite malwarebytes endpoint protection open source freeware applications cisco 3030 concentrator vmware server player cisco meraki allworx voip windows nt windows 9x me 2000 xp soho wireless routers linux desktop and firewall deepfreeze windows nt 2000 2003 ms dos windows dns dhcp wins exchange 5 5 active directory blackberry server ca unicenter product suite legato backup cisco iptv norton mcafee shavlik patch management denika symantec ghost wise package studio senforce wireless security what s up gold soho network design security analysis configuration maintenance troubleshooting system analysis design testing software upgrades and security testing change management business system integration technical writing 01 2014 2006 1999 1998 1999 1998 present 2019 2019 2005 2000 1999
20466,database administrator,,,http www linkedin com profile view id 252652471 trk hb tab pro top,university of texas at arlington,bachelor of business administration in management,database administrator database administrator junior database administrator,wells fargo saxon acs,01 2012 01 2010 07 2009,present 01 2012 12 2009,sql server installation and configuration applying hotfixes and service packs backup and recovery planning transactional replication database object creation deadlock and blocking resolution sql query tuning production support sql script development database maintenance database design and maintenance database monitoring and tuning backup and recovery management security and permissions management replication management query performance optimization database configuration and monitoring report and administration module design,ms sql server 2008 2005 2000 administration rdbms concepts replication implementation t sql development database backup and recovery database security and permissions management database performance monitoring and tuning database migration,university of texas at arlington bachelor of business administration in management database administrator database administrator junior database administrator wells fargo saxon acs sql server installation and configuration applying hotfixes and service packs backup and recovery planning transactional replication database object creation deadlock and blocking resolution sql query tuning production support sql script development database maintenance database design and maintenance database monitoring and tuning backup and recovery management security and permissions management replication management query performance optimization database configuration and monitoring report and administration module design ms sql server 2008 2005 2000 administration rdbms concepts replication implementation t sql development database backup and recovery database security and permissions management database performance monitoring and tuning database migration 01 2012 01 2010 07 2009 present 01 2012 12 2009
